id,date,well,electrode,Spikes,Bursts,present_in_file,is_active
1,2025-01-27,36,11,0,0,True,False
1,2025-01-27,36,12,0,0,True,False
1,2025-01-27,36,13,1,0,True,True
1,2025-01-27,36,14,1,0,True,True
1,2025-01-27,36,15,0,0,True,False
1,2025-01-27,36,16,0,0,True,False
1,2025-01-27,37,1,0,0,True,False
1,2025-01-27,37,2,0,0,True,False
1,2025-01-27,37,3,0,0,True,False
1,2025-01-27,37,4,0,0,True,False
1,2025-01-27,37,5,3,0,True,True
1,2025-01-27,37,6,0,0,True,False
1,2025-01-27,37,7,0,0,True,False
1,2025-01-27,37,8,1,0,True,True
1,2025-01-27,37,9,0,0,True,False
1,2025-01-27,37,10,0,0,True,False
1,2025-01-27,37,11,0,0,True,False
1,2025-01-27,37,12,0,0,True,False
1,2025-01-27,37,13,0,0,True,False
1,2025-01-27,37,14,0,0,True,False
1,2025-01-27,37,15,0,0,True,False
1,2025-01-27,37,16,1,0,True,True
1,2025-01-27,38,1,0,0,True,False
1,2025-01-27,38,2,0,0,True,False
1,2025-01-27,38,3,0,0,True,False
1,2025-01-27,38,4,0,0,True,False
1,2025-01-27,38,5,0,0,True,False
1,2025-01-27,38,6,0,0,True,False
1,2025-01-27,38,7,0,0,True,False
1,2025-01-27,38,8,1,0,True,True
1,2025-01-27,38,9,1,0,True,True
1,2025-01-27,38,10,0,0,True,False
1,2025-01-27,38,11,0,0,True,False
1,2025-01-27,38,12,0,0,True,False
1,2025-01-27,38,13,0,0,True,False
1,2025-01-27,38,14,0,0,True,False
1,2025-01-27,38,15,2,0,True,True
1,2025-01-27,38,16,0,0,True,False
1,2025-01-27,39,1,0,0,True,False
1,2025-01-27,39,2,1,0,True,True
1,2025-01-27,39,3,0,0,True,False
1,2025-01-27,39,4,0,0,True,False
1,2025-01-27,39,5,0,0,True,False
1,2025-01-27,39,6,0,0,True,False
1,2025-01-27,39,7,0,0,True,False
1,2025-01-27,39,8,0,0,True,False
1,2025-01-27,39,9,0,0,True,False
1,2025-01-27,39,10,0,0,True,False
1,2025-01-27,39,11,0,0,True,False
1,2025-01-27,39,12,0,0,True,False
1,2025-01-27,39,13,0,0,True,False
1,2025-01-27,39,14,0,0,True,False
1,2025-01-27,39,15,0,0,True,False
1,2025-01-27,39,16,0,0,True,False
1,2025-01-27,40,1,0,0,True,False
1,2025-01-27,40,2,0,0,True,False
1,2025-01-27,40,3,0,0,True,False
1,2025-01-27,40,4,0,0,True,False
1,2025-01-27,40,5,0,0,True,False
1,2025-01-27,40,6,0,0,True,False
1,2025-01-27,40,7,0,0,True,False
1,2025-01-27,40,8,0,0,True,False
1,2025-01-27,40,9,0,0,True,False
1,2025-01-27,40,10,0,0,True,False
1,2025-01-27,40,11,1,0,True,True
1,2025-01-27,40,12,0,0,True,False
1,2025-01-27,40,13,1,0,True,True
1,2025-01-27,40,14,0,0,True,False
1,2025-01-27,40,15,0,0,True,False
1,2025-01-27,40,16,0,0,True,False
1,2025-01-27,41,1,0,0,True,False
1,2025-01-27,41,2,0,0,True,False
1,2025-01-27,41,3,0,0,True,False
1,2025-01-27,41,4,0,0,True,False
1,2025-01-27,41,5,0,0,True,False
1,2025-01-27,41,6,0,0,True,False
1,2025-01-27,41,7,0,0,True,False
1,2025-01-27,41,8,0,0,True,False
1,2025-01-27,41,9,0,0,True,False
1,2025-01-27,41,10,1,0,True,True
1,2025-01-27,41,11,0,0,True,False
1,2025-01-27,41,12,0,0,True,False
1,2025-01-27,41,13,0,0,True,False
