well,electrode,n_measurements,bursts_n_nonzero,bursts_fraction_zero,bursts_total,bursts_mean,bursts_median,bursts_std,bursts_min,bursts_max
23,6,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
23,7,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
23,8,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
23,9,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
23,10,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
23,11,6,2,0.6666666666666666,53.0,8.833333333333334,0.0,14.702607478493965,18.0,35.0
23,12,6,1,0.8333333333333334,41.0,6.833333333333333,0.0,16.73817990901838,41.0,41.0
23,13,6,2,0.6666666666666666,111.0,18.5,0.0,31.20096152364539,36.0,75.0
23,14,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
23,15,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
23,16,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
24,1,6,1,0.8333333333333334,6.0,1.0,0.0,2.449489742783178,6.0,6.0
24,2,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
24,3,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
24,4,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
24,5,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
24,6,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
24,7,6,2,0.6666666666666666,20.0,3.3333333333333335,0.0,7.229568912920511,2.0,18.0
24,8,6,2,0.6666666666666666,28.0,4.666666666666667,0.0,8.824209124146291,6.0,22.0
24,9,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
24,10,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
24,11,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
24,12,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
24,13,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
24,14,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
24,15,6,1,0.8333333333333334,1.0,0.16666666666666666,0.0,0.408248290463863,1.0,1.0
24,16,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
